protein1 protein2 combined_score
140626.JHWB01000001_gene2605 140626.JHWB01000016_gene2192 286
140626.JHWB01000001_gene2605 140626.JHWB01000016_gene2262 307
140626.JHWB01000001_gene2605 140626.JHWB01000013_gene659 307
140626.JHWB01000001_gene2605 140626.JHWB01000019_gene1012 329
140626.JHWB01000001_gene2605 140626.JHWB01000016_gene2517 579
140626.JHWB01000001_gene2605 140626.JHWB01000013_gene366 300
140626.JHWB01000001_gene2605 140626.JHWB01000013_gene626 579
140626.JHWB01000001_gene2605 140626.JHWB01000016_gene2554 286
140626.JHWB01000001_gene2605 140626.JHWB01000013_gene710 290
140626.JHWB01000001_gene2605 140626.JHWB01000009_gene1407 329
140626.JHWB01000001_gene2605 140626.JHWB01000016_gene2202 300
140626.JHWB01000001_gene2605 140626.JHWB01000009_gene1290 286
140626.JHWB01000001_gene2605 140626.JHWB01000013_gene309 290
140626.JHWB01000001_gene2605 140626.JHWB01000022_gene2131 290
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1079 369
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1180 950
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1177 938
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1181 953
140626.JHWB01000001_gene2607 140626.JHWB01000016_gene2437 939
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1129 965
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1179 947
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1130 950
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1178 962
140626.JHWB01000001_gene2607 140626.JHWB01000016_gene2352 177
140626.JHWB01000001_gene2607 140626.JHWB01000013_gene326 197
140626.JHWB01000001_gene2607 140626.JHWB01000001_gene2615 939
140626.JHWB01000001_gene2607 140626.JHWB01000001_gene2608 938
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1132 953
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1127 938
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1131 953
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1128 939
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1183 953
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1133 953
140626.JHWB01000001_gene2607 140626.JHWB01000009_gene1182 953
140626.JHWB01000001_gene2607 140626.JHWB01000016_gene2539 373
140626.JHWB01000001_gene2608 140626.JHWB01000019_gene919 215
140626.JHWB01000001_gene2608 140626.JHWB01000009_gene1132 946
